id,field_of_study,name,duration,url,language,mode,deadline,schedule,tution_amount,tution_currency,university_id
32074,TECHNOLOGY,Master In Computer Systems Networks,13.0,,Chinese,ONLINE,,PARTTIME,7020.0,EUR,424
32075,TECHNOLOGY,Master In Computer Systems Networks,13.0,,Japanese,ONLINE,,PARTTIME,7020.0,EUR,424
32076,TECHNOLOGY,Master In Computer Systems Networks,13.0,,Russian,ONLINE,,PARTTIME,7020.0,EUR,424
32077,TECHNOLOGY,Master In Computer Systems Networks,13.0,,Arabic,ONLINE,,PARTTIME,7020.0,EUR,424
32078,TECHNOLOGY,Mscs Executive Leadership In Information Assurance Specialization,24.0,https://youtu.be/9c15Ts9zV_c%20,English,ONLINE,,FULLTIME,540.0,USD,1588
32079,TECHNOLOGY,Mscs Executive Leadership In Information Assurance Specialization,24.0,https://youtu.be/9c15Ts9zV_c%20,English,ONLINE,,PARTTIME,540.0,USD,1588
32080,TECHNOLOGY,Msc In Information Technologies Track In Data Science Ds,24.0,,English,CAMPUS,,FULLTIME,10200.0,EUR,2644
32081,TECHNOLOGY,Msc In Information Technologies Track In Data Science Ds,24.0,,French,CAMPUS,,FULLTIME,10200.0,EUR,2644
32082,TECHNOLOGY,Msc In Computer Science,24.0,,English,CAMPUS,,FULLTIME,3000.0,EUR,2816
32083,TECHNOLOGY,Master In Computer Science,24.0,,English,CAMPUS,,FULLTIME,15000.0,EUR,490
32084,TECHNOLOGY,Master In Computer Science,24.0,,Finnish,CAMPUS,,FULLTIME,15000.0,EUR,490
32085,TECHNOLOGY,Master In Computer Science,24.0,,Swedish,CAMPUS,,FULLTIME,15000.0,EUR,490
32086,TECHNOLOGY,Master Of Science In Cyber Security,24.0,,English,CAMPUS,,FULLTIME,28596.0,USD,417
32087,TECHNOLOGY,Master Of Science In Cyber Security,24.0,,English,ONLINE,,FULLTIME,28596.0,USD,417
32088,TECHNOLOGY,Msc In Creative Computing,24.0,,English,CAMPUS,,FULLTIME,13300.0,GBP,708
32089,TECHNOLOGY,Msc In Creative Computing,24.0,,English,CAMPUS,,PARTTIME,13300.0,GBP,708
32090,TECHNOLOGY,Master Of Science In Cybersecurity,24.0,,English,ONLINE,,FULLTIME,,,417
32091,TECHNOLOGY,Master Of Information Technology With Specialisations Subjects,36.0,,English,CAMPUS,,FULLTIME,24912.0,AUD,2154
32092,TECHNOLOGY,Master Of Information Technology With Specialisations Subjects,36.0,,English,CAMPUS,,PARTTIME,24912.0,AUD,2154
32093,TECHNOLOGY,Master Of Information Technology With Specialisations Subjects,36.0,,English,ONLINE,,FULLTIME,24912.0,AUD,2154
32094,TECHNOLOGY,Master Of Information Technology With Specialisations Subjects,36.0,,English,ONLINE,,PARTTIME,24912.0,AUD,2154
32095,TECHNOLOGY,Master In Marketing Automation,1.0,,Spanish,ONLINE,,PARTTIME,5750.0,EUR,950
32096,TECHNOLOGY,Master In Marketing Automation,1.0,,Spanish (Spain),ONLINE,,PARTTIME,5750.0,EUR,950
32097,TECHNOLOGY,Master Of Science Decision Science,,,English,CAMPUS,,FULLTIME,,,1378
32098,TECHNOLOGY,Master Of Science In Cybersecuritycritical Infrastructure Protection And Cyber Crime,18.0,,English,ONLINE,,PARTTIME,,,106
32099,TECHNOLOGY,Master Of Arts In Business Innovation,9.0,https://www.global-business-school.org/info/program_description/masters-degree-programs/master-in-innovation-creativity/?utm_source=masterstudies&utm_medium=profile&utm_campaign=portals&utm_content=ma-business-innovation,English,CAMPUS,,FULLTIME,7750.0,EUR,374
32100,TECHNOLOGY,Master In Color In Informatics And Media Technology,24.0,,,CAMPUS,,FULLTIME,,,3695
32101,TECHNOLOGY,Master Of Science In Cybersecurityproject Management,18.0,,English,ONLINE,,PARTTIME,,,1911
32102,TECHNOLOGY,Master Of Science In Information Systems,,,English,,,,,,1398
32103,TECHNOLOGY,Ms In Electrical And Electronic Engineering,,,Turkish,CAMPUS,,,,,2783
32104,TECHNOLOGY,Ms In Computer Science,8.0,,English,CAMPUS,,FULLTIME,1241.0,USD,2816
32105,TECHNOLOGY,Msc Data Science,16.0,,English,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,3000.0,EUR,1812
32106,TECHNOLOGY,Msc Data Science,16.0,,English,CAMPUS,,FULLTIME,3000.0,EUR,1812
32107,TECHNOLOGY,Msc Data Science,16.0,,English,ONLINE,,FULLTIME,3000.0,EUR,1812
32108,TECHNOLOGY,Ms And Phd In Materials Science And Nanotechnology,56.0,,English,CAMPUS,,FULLTIME,,,781
32109,TECHNOLOGY,Ms And Phd In Materials Science And Nanotechnology,56.0,,English,CAMPUS,,PARTTIME,,,781
32110,TECHNOLOGY,Msc In Cyber Security,36.0,,English,CAMPUS,,FULLTIME,18000.0,GBP,4319
32111,TECHNOLOGY,Msc In Cyber Security,36.0,,English,CAMPUS,,PARTTIME,18000.0,GBP,4319
32112,TECHNOLOGY,Master In Business Information Technology,24.0,,English,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,8500.0,EUR,1339
32113,TECHNOLOGY,Master In Business Information Technology,24.0,,English,ONLINE_AND_CAMPUS COMBINED,,PARTTIME,8500.0,EUR,1339
32114,TECHNOLOGY,Master In Business Information Technology,24.0,,English,CAMPUS,,FULLTIME,8500.0,EUR,1339
32115,TECHNOLOGY,Master In Business Information Technology,24.0,,English,CAMPUS,,PARTTIME,8500.0,EUR,1339
32116,TECHNOLOGY,Master In Business Information Technology,24.0,,English,ONLINE,,FULLTIME,8500.0,EUR,1339
32117,TECHNOLOGY,Master In Business Information Technology,24.0,,English,ONLINE,,PARTTIME,8500.0,EUR,1339
32118,TECHNOLOGY,Master In Design For Artificial Intelligence,9.0,,English,CAMPUS,,PARTTIME,14400.0,EUR,669
32119,TECHNOLOGY,Graduate Programs In English Engineering Natural Science And Social Science,36.0,https://www.youtube.com/channel/UC7NSV8OnTpVT5hvyTX79WQw,English,CAMPUS,,FULLTIME,6305000.0,KRW,2692
32120,TECHNOLOGY,Master Of Learning Analytics Research,48.0,,,CAMPUS,,FULLTIME,,,156
32121,TECHNOLOGY,Master Of Learning Analytics Research,48.0,,,CAMPUS,,PARTTIME,,,156
32122,TECHNOLOGY,Masters Degree In Nanotechnology,24.0,http://www.nanotecnologia.uson.mx/,Spanish,CAMPUS,,FULLTIME,10478.0,MXN,447
32123,TECHNOLOGY,Ms In Data Science Computational Biology And Bioinformatics,24.0,,English,ONLINE,,PARTTIME,,,2589
32124,TECHNOLOGY,Master In Electronic Science And Technology,36.0,,English,CAMPUS,,FULLTIME,22000.0,CNY,2901
32125,TECHNOLOGY,Msc It Security Management,24.0,,English,CAMPUS,,FULLTIME,15000.0,EUR,NULL
32126,TECHNOLOGY,Msc It Security Management,24.0,,English,CAMPUS,,PARTTIME,15000.0,EUR,NULL
32127,TECHNOLOGY,Msc Health Food Innovation Management,24.0,,English,CAMPUS,,FULLTIME,2168.0,EUR,3843
32128,TECHNOLOGY,Mcom In Information Technology Management Research,24.0,,English,CAMPUS,,FULLTIME,3500.0,USD,158
32129,TECHNOLOGY,Mcom In Information Technology Management Research,24.0,,English,CAMPUS,,PARTTIME,3500.0,USD,158
32130,TECHNOLOGY,Master Of Science Of Informatics,24.0,https://apply.ktu.edu/enter/431%20,English,CAMPUS,,FULLTIME,4787.0,EUR,16
32131,TECHNOLOGY,Master Of Science In Computer Science,24.0,,English,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,,,34
32132,TECHNOLOGY,Master Of Science In Computer Science,24.0,,English,ONLINE_AND_CAMPUS COMBINED,,PARTTIME,,,34
32133,TECHNOLOGY,Master Of Science In Computer Science,24.0,,English,CAMPUS,,FULLTIME,,,34
32134,TECHNOLOGY,Master Of Science In Computer Science,24.0,,English,CAMPUS,,PARTTIME,,,34
32135,TECHNOLOGY,Master Of Science In Computer Science,24.0,,English,ONLINE,,FULLTIME,,,34
32136,TECHNOLOGY,Master Of Science In Computer Science,24.0,,English,ONLINE,,PARTTIME,,,34
32137,TECHNOLOGY,Master In Data Science And Business Analysis Workstudyapprenticeship Contract,60.0,,French,CAMPUS,,FULLTIME,9660.0,EUR,1204
32138,TECHNOLOGY,Master In Data Science And Business Analysis Workstudyapprenticeship Contract,60.0,,English,CAMPUS,,FULLTIME,9660.0,EUR,1204
32139,TECHNOLOGY,Mastre Spcialis Expert In Forencis And Cybersecurity,,,French,CAMPUS,,FULLTIME,9500.0,EUR,572
32140,TECHNOLOGY,Master In Management Information Systems,,,English,CAMPUS,,,,,1466
32141,TECHNOLOGY,Master Of Science In Cybersecurity Management Policy,24.0,https://worldwide.erau.edu/colleges/arts-sciences/department-emergency-services,English,ONLINE,,FULLTIME,2192.0,USD,4205
32142,TECHNOLOGY,Master Of Science In Cybersecurity Management Policy,24.0,https://worldwide.erau.edu/colleges/arts-sciences/department-emergency-services,English,ONLINE,,PARTTIME,2192.0,USD,4205
32143,TECHNOLOGY,Msc Nanoscience,24.0,https://www.lincoln.ac.uk/home/studywithus/internationalstudents/entryrequirementsandyourcountry/,English,CAMPUS,,FULLTIME,16000.0,GBP,15
32144,TECHNOLOGY,Msc Nanoscience,24.0,https://www.lincoln.ac.uk/home/studywithus/internationalstudents/entryrequirementsandyourcountry/,English,CAMPUS,,PARTTIME,16000.0,GBP,15
32145,TECHNOLOGY,Master Of Computer Science,,,English,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,,,490
32146,TECHNOLOGY,Master Of Computer Science,,,English,CAMPUS,,FULLTIME,,,490
32147,TECHNOLOGY,Master Of Computer Science,,,English,ONLINE,,FULLTIME,,,490
32148,TECHNOLOGY,Master Of Science In Electronics And Nanotechnology,24.0,,English,CAMPUS,,FULLTIME,15000.0,EUR,538
32149,TECHNOLOGY,Msc In Data Science,24.0,,English,CAMPUS,,FULLTIME,130000.0,SEK,4335
32150,TECHNOLOGY,Master Of Science In Electrical And Computer Engineering,24.0,,English,CAMPUS,,FULLTIME,442.0,USD,141
32151,TECHNOLOGY,Master Of Science In Electrical And Computer Engineering,24.0,,English,CAMPUS,,PARTTIME,442.0,USD,141
32152,TECHNOLOGY,Msc Legal Technology Fulltime,12.0,,English,ONLINE,,FULLTIME,9200.0,GBP,3730
32153,TECHNOLOGY,Master Of Science In Information Systems,,,,CAMPUS,,FULLTIME,,,1398
32154,TECHNOLOGY,Master Of Science In Information Systems,,,,CAMPUS,,PARTTIME,,,1398
32155,TECHNOLOGY,Cybersecurity,,,English,,,,,,1795
32156,TECHNOLOGY,Msc In Smart Nanostructures And Condensed Matter Physics,24.0,,English,CAMPUS,,FULLTIME,305000.0,RUB,1208
32157,TECHNOLOGY,Msc In Computer Science,16.0,https://liu.se/en/article/webinars,English,CAMPUS,,FULLTIME,252000.0,SEK,2816
32158,TECHNOLOGY,Master Degree In Computer Engineering,24.0,,English,CAMPUS,,FULLTIME,4500.0,EUR,338
32159,TECHNOLOGY,Pgdipmsc In Geographic Information Systems,12.0,,English,ONLINE,,FULLTIME,6270.0,GBP,33
32160,TECHNOLOGY,Pgdipmsc In Geographic Information Systems,12.0,,English,ONLINE,,PARTTIME,6270.0,GBP,33
32161,TECHNOLOGY,Master In Artificial Intelligence,18.0,,Spanish,ONLINE,,PARTTIME,,,847
32162,TECHNOLOGY,Msc In Societal Resilience Research,24.0,,English,CAMPUS,,FULLTIME,1084.0,EUR,461
32163,TECHNOLOGY,Msc Data Science,24.0,https://www.mdx.ac.ae/opendays,English,CAMPUS,,FULLTIME,64600.0, AED,1812
32164,TECHNOLOGY,Msc Data Science,24.0,https://www.mdx.ac.ae/opendays,English,CAMPUS,,PARTTIME,64600.0, AED,1812
32165,TECHNOLOGY,Msc In Network Security,24.0,,English,CAMPUS,,FULLTIME,85050.0, AED,235
32166,TECHNOLOGY,Msc In Data Science,24.0,,English,CAMPUS,,FULLTIME,9250.0,GBP,4335
32167,TECHNOLOGY,Msc In Data Science,24.0,,English,CAMPUS,,PARTTIME,9250.0,GBP,4335
32168,TECHNOLOGY,Msc Computer Science Track Optimisation In Operations Research,24.0,,English,CAMPUS,,FULLTIME,,,486
32169,TECHNOLOGY,Mtech Digital Electronics Advanced Communication,24.0,,English,CAMPUS,,FULLTIME,30000.0, AED,1710
32170,TECHNOLOGY,Ms In Computer And Information Sciences,36.0,,English,CAMPUS,,FULLTIME,6888.0,USD,2874
32171,TECHNOLOGY,Interuniversity Master In Formal Methods In Computer Science And Engineering,8.0,,Spanish,CAMPUS,,FULLTIME,45.0,EUR,338
32172,TECHNOLOGY,Interuniversity Master In Formal Methods In Computer Science And Engineering,8.0,,Spanish,CAMPUS,,PARTTIME,45.0,EUR,338
32173,TECHNOLOGY,Master In Information Technology,24.0,,English,CAMPUS,,FULLTIME,4000.0,CHF,1339
32174,TECHNOLOGY,Master In Information Technology,24.0,,English,CAMPUS,,PARTTIME,4000.0,CHF,1339
32175,TECHNOLOGY,Master In Information Technology,24.0,,English,ONLINE,,FULLTIME,4000.0,CHF,1339
32176,TECHNOLOGY,Master In Information Technology,24.0,,English,ONLINE,,PARTTIME,4000.0,CHF,1339
32177,TECHNOLOGY,Erasmus Mundus Joint Master In Nanoscience And Nanotechnology Leuven Et Al,24.0,http://www.kuleuven.be/onlineopendays,English,CAMPUS,,FULLTIME,,,148
32178,TECHNOLOGY,Master Of Education In Instructional Technology,,,English,ONLINE,,FULLTIME,13794.0,USD,1685
32179,TECHNOLOGY,Master Of Education In Instructional Technology,,,English,ONLINE,,PARTTIME,13794.0,USD,1685
32180,TECHNOLOGY,Msc Cyber Security,36.0,https://online.liverpool.ac.uk/programmes/msc-cyber-security?utm_source=masterstudies&utm_medium=course-listing&utm_campaign=cyber-security,English,ONLINE,,PARTTIME,18000.0,GBP,173
32181,TECHNOLOGY,Msc In Cybersecurity,24.0,,English,CAMPUS,,FULLTIME,6000.0,EUR,4319
32182,TECHNOLOGY,Msc In Information Technologies Track In Architecture And Engineering For The Internet Of Things Aeiot,24.0,,English,CAMPUS,,FULLTIME,10200.0,EUR,2644
32183,TECHNOLOGY,Msc In Information Technologies Track In Architecture And Engineering For The Internet Of Things Aeiot,24.0,,French,CAMPUS,,FULLTIME,10200.0,EUR,2644
32184,TECHNOLOGY,Master Of Science In Computer Science,,,English,,,,,,34
32185,TECHNOLOGY,Msc Leadership For Digital Transformation,24.0,,English,CAMPUS,,FULLTIME,13000.0,EUR,1098
32186,TECHNOLOGY,Msc Leadership For Digital Transformation,24.0,,English,ONLINE,,FULLTIME,13000.0,EUR,1098
32187,TECHNOLOGY,Master In Information Systems With A Major In Data Science,12.0,,Spanish,ONLINE,,PARTTIME,7600.0,USD,382
32188,TECHNOLOGY,Msc In Maintenance Engineering,24.0,,English,CAMPUS,,FULLTIME,280000.0,SEK,2872
32189,TECHNOLOGY,Masters Degree In Business Management Software Sap,8.0,,,CAMPUS,,PARTTIME,10000.0,EUR,1382
32190,TECHNOLOGY,Master In Software And Administration Of Information Systems,24.0,,Russian,CAMPUS,,FULLTIME,,,485
32191,TECHNOLOGY,Master Of Science In Computer Science,24.0,,English,CAMPUS,,FULLTIME,18276.0,USD,34
32192,TECHNOLOGY,Master Of Science In Computer Science,24.0,,English,CAMPUS,,PARTTIME,18276.0,USD,34
32193,TECHNOLOGY,Masters In Digital Skills For Sustainable Societal Transitions,24.0,,English,CAMPUS,,FULLTIME,161.0,EUR,671
32194,TECHNOLOGY,Master Of Science In Computer Science Mscs,24.0,,English,CAMPUS,,FULLTIME,,,2733
32195,TECHNOLOGY,Master Of Science In Computer Science Mscs,24.0,,English,ONLINE,,FULLTIME,,,2733
32196,TECHNOLOGY,Online Ms In Data Science,,,English,,,,,,159
32197,TECHNOLOGY,Msc Artificial Intelligence German Degree,8.0,,English,ONLINE,,FULLTIME,11850.0,EUR,42
32198,TECHNOLOGY,Master Of Science In Information Systems And Digital Innovation,12.0,,English,ONLINE,,PARTTIME,,,1397
32199,TECHNOLOGY,Master Of Science In Information Systems And Digital Innovation,12.0,,Greek,ONLINE,,PARTTIME,,,1397
32200,TECHNOLOGY,Master Of Science Program In Software Engineering,,,English,CAMPUS,,FULLTIME,,,34
32201,TECHNOLOGY,Msc Computer Vision Robotics And Machine Learning,60.0,,English,CAMPUS,,FULLTIME,22400.0,GBP,190
32202,TECHNOLOGY,Msc Computer Vision Robotics And Machine Learning,60.0,,English,CAMPUS,,PARTTIME,22400.0,GBP,190
32203,TECHNOLOGY,Masters Degree In Engineering In Computer Science,24.0,,English,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,1000.0,EUR,586
32204,TECHNOLOGY,Masters Degree In Engineering In Computer Science,24.0,,English,CAMPUS,,FULLTIME,1000.0,EUR,586
32205,TECHNOLOGY,Masters Degree In Engineering In Computer Science,24.0,,English,ONLINE,,FULLTIME,1000.0,EUR,586
32206,TECHNOLOGY,Master Of Science In Water Resources,24.0,,English,CAMPUS,,FULLTIME,1600.0, AED,1663
32207,TECHNOLOGY,Master Of Science In Water Resources,24.0,,English,CAMPUS,,PARTTIME,1600.0, AED,1663
32208,TECHNOLOGY,Master In Math Of Machine Learning,24.0,,English,CAMPUS,,FULLTIME,390000.0,RUB,533
32209,TECHNOLOGY,Postgraduate In Sciences Of The Computing,,,,CAMPUS,,,,,2822
32210,TECHNOLOGY,Masters Programme In Ai Robotics,24.0,,English,CAMPUS,,FULLTIME,221800.0,SEK,NULL
32211,TECHNOLOGY,Specializing Master In Industrial Design Engineering And Innovation,15.0,,English,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,12500.0,EUR,561
32212,TECHNOLOGY,Specializing Master In Industrial Design Engineering And Innovation,15.0,,English,CAMPUS,,FULLTIME,12500.0,EUR,561
32213,TECHNOLOGY,Specializing Master In Industrial Design Engineering And Innovation,15.0,,English,ONLINE,,FULLTIME,12500.0,EUR,561
32214,TECHNOLOGY,Master Program Electronics For Communications,24.0,,English,CAMPUS,,FULLTIME,,,1804
32215,TECHNOLOGY,Dual Msis Mba,36.0,,,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,,,1398
32216,TECHNOLOGY,Dual Msis Mba,36.0,,,CAMPUS,,FULLTIME,,,1398
32217,TECHNOLOGY,Dual Msis Mba,36.0,,,ONLINE,,FULLTIME,,,1398
32218,TECHNOLOGY,Mphil In Chemical And Biomolecular Engineering Nanotechnology Concentration,48.0,,English,CAMPUS,,FULLTIME,42100.0,HKD,357
32219,TECHNOLOGY,Mphil In Chemical And Biomolecular Engineering Nanotechnology Concentration,48.0,,English,CAMPUS,,PARTTIME,42100.0,HKD,357
32220,TECHNOLOGY,Masters Degree In Computer Sciences,,,English,ONLINE,,,,,586
32221,TECHNOLOGY,Master Computer Engineer,,,Bulgarian,CAMPUS,,,,,2832
32222,TECHNOLOGY,Msc Innovation Management And Entrepreneurship,,,English,CAMPUS,,FULLTIME,12000.0,GBP,1400
32223,TECHNOLOGY,Electrical Power Engineering And Electrical Engineering Master,24.0,,Russian,CAMPUS,,FULLTIME,,,2663
32224,TECHNOLOGY,Msc In Data Science,18.0,,English,ONLINE,,FULLTIME,490.0,EUR,4335
32225,TECHNOLOGY,Msc In Data Science,18.0,,English,ONLINE,,PARTTIME,490.0,EUR,4335
32226,TECHNOLOGY,Master In Data Sciences Business Analytics,15.0,,English,CAMPUS,,FULLTIME,,,897
32227,TECHNOLOGY,Msc In Artificial Intelligence Machine Learning,,,English,CAMPUS,,FULLTIME,13750.0,EUR,1052
32228,TECHNOLOGY,Master In Human Computer Interaction,24.0,,English,CAMPUS,,FULLTIME,2168.0,EUR,2874
32229,TECHNOLOGY,Global Master In Business Analytics Data Strategy,12.0,,Spanish,ONLINE_AND_CAMPUS COMBINED,,PARTTIME,12500.0,EUR,144
32230,TECHNOLOGY,Global Master In Business Analytics Data Strategy,12.0,,Spanish,CAMPUS,,PARTTIME,12500.0,EUR,144
32231,TECHNOLOGY,Global Master In Business Analytics Data Strategy,12.0,,Spanish,ONLINE,,PARTTIME,12500.0,EUR,144
32232,TECHNOLOGY,Mastre Spcialis Expert In Big Analytics And Metrics,,,French,CAMPUS,,FULLTIME,11500.0,EUR,572
32233,TECHNOLOGY,Master In Artificial Intelligence,24.0,https://www.umu.se/en/education/master/masters-programme-in-artificial-intelligence/,English,CAMPUS,,FULLTIME,142800.0,SEK,847
32234,TECHNOLOGY,Msc Degree In Software Engineering,,,English,,,,,,2736
32235,TECHNOLOGY,Master In Business Analytics,24.0,,English,CAMPUS,,FULLTIME,,,1667
32236,TECHNOLOGY,Master Of Engineering In Automation Of Industrial Processes,,,Spanish (Mexican),CAMPUS,,,,,1307
32237,TECHNOLOGY,Master Of Business Information Management And Systems,24.0,,English,CAMPUS,,FULLTIME,,,1156
32238,TECHNOLOGY,Master Of Science Program In Remote Sensing Science And Technology,48.0,,English,CAMPUS,,FULLTIME,,,1719
32239,TECHNOLOGY,Master In Environmental Engineering And Technology,24.0,,,ONLINE,,PARTTIME,,,429
32240,TECHNOLOGY,Ms In Computer Science,24.0,,English,CAMPUS,,FULLTIME,3500.0,EUR,2816
32241,TECHNOLOGY,Power Engineering And Electrical Engineering Optimization Of Developing Power Supply Systems Masters Degree,24.0,,Russian,CAMPUS,,FULLTIME,,,1404
32242,TECHNOLOGY,Power Engineering And Electrical Engineering Optimization Of Developing Power Supply Systems Masters Degree,24.0,,Russian,CAMPUS,,PARTTIME,,,1404
32243,TECHNOLOGY,Msc In Laser And Fiber Optic Systems,24.0,,English,CAMPUS,,FULLTIME,305000.0,RUB,1208
32244,TECHNOLOGY,Master In Motion Control Systems And Navigation,24.0,,Russian,CAMPUS,,FULLTIME,,,1044
32245,TECHNOLOGY,Masters Degree In Computer Systems,26.0,,Spanish,CAMPUS,,FULLTIME,,,1188
32246,TECHNOLOGY,Masters Degree In Computer Systems,26.0,,Spanish,CAMPUS,,PARTTIME,,,1188
32247,TECHNOLOGY,Masters Program In Software Engineering Credits,24.0,,English,CAMPUS,,FULLTIME,200000.0,SEK,1719
32248,TECHNOLOGY,Master Of Science In Information And Communication Technology Robotics,24.0,https://www.fer.unizg.hr/en/studies/master/ict,English,CAMPUS,,FULLTIME,6000.0,EUR,2903
32249,TECHNOLOGY,Micromasters Program In Software Testing And Verification University Of Maryland University College,6.0,,English,ONLINE,,FULLTIME,672.0,USD,1119
32250,TECHNOLOGY,Micromasters Program In Software Testing And Verification University Of Maryland University College,6.0,,English,ONLINE,,PARTTIME,672.0,USD,1119
32251,TECHNOLOGY,Master In Applied Informatics Opened For Spring Intake,24.0,,,CAMPUS,,FULLTIME,4787.0,EUR,1215
32252,TECHNOLOGY,Technologies Of Design And Production Of Electronic Systems In Telecommunications,24.0,,,CAMPUS,,FULLTIME,,,1377
32253,TECHNOLOGY,Micromasters Program In Big Data University Of Adelaide,12.0,https://www.awin1.com/cread.php?awinmid=6798&awinaffid=301267&clickref=&ued=https%3A%2F%2Fwww.edx.org%2Fmicromasters%2Fadelaidex-big-data,English,ONLINE,,FULLTIME,1215.0,USD,1119
32254,TECHNOLOGY,Micromasters Program In Big Data University Of Adelaide,12.0,https://www.awin1.com/cread.php?awinmid=6798&awinaffid=301267&clickref=&ued=https%3A%2F%2Fwww.edx.org%2Fmicromasters%2Fadelaidex-big-data,English,ONLINE,,PARTTIME,1215.0,USD,1119
32255,TECHNOLOGY,Master Of Data Science,24.0,http://www.unisa.edu.au/Research/Advanced-Computing-Research-Centre/,English,CAMPUS,,FULLTIME,34800.0,AUD,1156
32256,TECHNOLOGY,Msc In Management Of Built Environment,24.0,,English,CAMPUS,,FULLTIME,3898.0,EUR,617
32257,TECHNOLOGY,Master In Construction Management And Information Systems,24.0,,Slovak,CAMPUS,,FULLTIME,,,1711
32258,TECHNOLOGY,Master Of Science In Stochastics And Data Science,24.0,https://apply.unito.it,English,CAMPUS,,FULLTIME,2800.0,EUR,1068
32259,TECHNOLOGY,Master Of Science In Data Science With Specialization In Precision Medicine,,,English,CAMPUS,,,,,4265
32260,TECHNOLOGY,Masters In Cyber Security Engineering,36.0,,English,CAMPUS,,FULLTIME,2400.0,EUR,4266
32261,TECHNOLOGY,Masters In Cyber Security Engineering,36.0,,English,CAMPUS,,PARTTIME,2400.0,EUR,4266
32262,TECHNOLOGY,Software Engineering,,,English,CAMPUS,,,,,1435
32263,TECHNOLOGY,Software Engineering,,,Chinese,CAMPUS,,,,,1435
32264,TECHNOLOGY,Master Data Science Health Insurance Finance,0.0,,French,CAMPUS,,FULLTIME,,,441
32265,TECHNOLOGY,Master Itmanagement And Information Systems,31.0,,,CAMPUS,,FULLTIME,18600.0,EUR,1466
32266,TECHNOLOGY,Msc In Advanced Computer Science,24.0,,English,CAMPUS,,FULLTIME,16600.0,GBP,1808
32267,TECHNOLOGY,Msc In Advanced Computer Science,24.0,,English,CAMPUS,,PARTTIME,16600.0,GBP,1808
32268,TECHNOLOGY,Msc In Computational And Software Techniques In Engineering Software Engineering For Technical Computing Option,36.0,,English,CAMPUS,,FULLTIME,21500.0,GBP,252
32269,TECHNOLOGY,Msc In Computational And Software Techniques In Engineering Software Engineering For Technical Computing Option,36.0,,English,CAMPUS,,PARTTIME,21500.0,GBP,252
32270,TECHNOLOGY,Online Master In Innovation,9.0,,Spanish,ONLINE,,PARTTIME,2400.0,EUR,1410
32271,TECHNOLOGY,Online Master In Innovation,9.0,,English,ONLINE,,PARTTIME,2400.0,EUR,1410
32272,TECHNOLOGY,Master In Management And Management Of Cybersecurity,9.0,,Spanish,ONLINE,,FULLTIME,,,1498
32273,TECHNOLOGY,Master In Management And Management Of Cybersecurity,9.0,,Spanish,ONLINE,,PARTTIME,,,1498
32274,TECHNOLOGY,Master Of Science Programme In Software Engineering Ects,,,,CAMPUS,,FULLTIME,100000.0,SEK,1606
32275,TECHNOLOGY,Master Of Science In Information Systems Technology Cybersecurity And Data Analytics,24.0,,English,ONLINE,,FULLTIME,593.0,USD,4267
32276,TECHNOLOGY,Master Of Science In Information Systems Technology Cybersecurity And Data Analytics,24.0,,English,ONLINE,,PARTTIME,593.0,USD,4267
32277,TECHNOLOGY,Msc Cyber Security And Assurance Csa,,,English,CAMPUS,,FULLTIME,10000.0,GBP,4268
32278,TECHNOLOGY,Msc Cyber Security And Assurance Csa,,,English,CAMPUS,,PARTTIME,10000.0,GBP,4268
32279,TECHNOLOGY,Master Of Nanoengineering,24.0,,Russian,CAMPUS,,FULLTIME,376255.0,RUB,143
32280,TECHNOLOGY,Masters In Cyber Criminology,,,English,CAMPUS,,,,,3762
32281,TECHNOLOGY,Master Of Science In Computer Science,,,English,CAMPUS,,,,,34
32282,TECHNOLOGY,Master Of Science In Cybersecurity Electronic Crime,20.0,,English,ONLINE,,PARTTIME,,,396
32283,TECHNOLOGY,Mphil In Data Science And Analytics,24.0,,English,CAMPUS,,FULLTIME,42100.0,HKD,357
32284,TECHNOLOGY,Master Of Science In Geographic Information Systems,60.0,,English,ONLINE,,PARTTIME,,,2425
32285,TECHNOLOGY,Master Of Marine Technology Mtech,24.0,,English,CAMPUS,,FULLTIME,15000.0,EUR,2697
32286,TECHNOLOGY,Master In Quantum Technologies,24.0,,English,CAMPUS,,FULLTIME,,,579
32287,TECHNOLOGY,Msc In Atmospheric Science And Technology,24.0,,English,CAMPUS,,FULLTIME,,,2804
32288,TECHNOLOGY,Master Of Science And Technology Intelligence,,,English,CAMPUS,,,,,3893
32289,TECHNOLOGY,Master In Business Information Systems,20.0,,,CAMPUS,,PARTTIME,4000.0,USD,703
32290,TECHNOLOGY,Engineering Manufacturing And Construction Industries Engineering And Engineering Automation And Control Masters Degree,18.0,,Russian (Kazakhstan),CAMPUS,,FULLTIME,,,2884
32291,TECHNOLOGY,Engineering Manufacturing And Construction Industries Engineering And Engineering Automation And Control Masters Degree,18.0,,Kazakh,CAMPUS,,FULLTIME,,,2884
